dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
4873,yes,Single-Family Home,yes,"","","","","","",Trophy Club,Texas,"",2013-04-19,"",,2306,2306,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9233,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-04-25,2014-10-31,,,,,,,, , , , ,yes, ,,"","","","","","","","",2014-02-01 18:00:00-06,2014-10-23 18:59:00-05,yes,"","","","","","","","","","","","",yes,yes,"","",yes,"","","","",yes,"","","","",yes,"","","","","","",yes,"",yes,yes,"","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","",yes,"","",,0
1202,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-10,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-11-27 18:00:00-06,2015-05-31 02:59:00-05,yes,yes,"","","","","","","","","","",yes,"","","","",yes,yes,"","","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,0
6744,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-05-06,2013-06-01,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,4
820,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-05-06,2013-08-30,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,4
2692,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-10,"",,,,,,,, , , , ,yes,yes,,"","",2013-01-10 18:18:52-06,2013-05-10 16:28:03-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
4806,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-10,"",,,,,,,, , , , , , ,,"","",2013-03-21 16:38:08-05,2013-05-10 03:31:18-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
5786,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-05-10,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-09-11 19:00:00-05,2015-05-31 02:50:00-05,yes,yes,yes,"","","","","","","","","",yes,yes,"","","",yes,yes,"",yes,"",yes,yes,"","",yes,yes,"","",yes,yes,"","",yes,"",yes,yes,"","","","","","",yes,"",yes,"","","","","","","","",yes,yes,"","","",yes,"","","","","",,0
9051,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-10,"",,,,,,,, , , , , , ,,"","",2013-01-07 17:36:21-06,2013-05-01 14:14:31-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4437,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-12,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9890,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-05-23,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
5317,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-07-09,"",,,,,,,, , , , , ,yes,,"","",2012-07-13 18:59:53-05,2013-05-10 16:29:47-05,"","","","",2014-10-04 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",2,0
499,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-07-01,"",1958,1709,1709,0,0,,, , , , , , ,,"","","","","","","","",2013-10-10 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","",yes,"","",yes,"","","","","","",yes,"","",yes,"","",yes,"",yes,"",yes,"",yes,yes,"","","","","","",yes,"",yes,yes,"","","","","","","",yes,yes,"","","","","","","","",yes,"","","","",yes,yes,"","","","",,2
5959,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-07-01,"",1984,1913,863,1050,0,0,0, , , , , , ,1,"","","","","","","","",2013-07-11 00:00:00-05,2015-05-31 02:27:00-05,yes,"","","","","","","","","","","","","","","","",yes,yes,yes,"","","","","","","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,2
2323,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-05-24,2013-11-01,2007,3257,1540,1717,0,0,0, , ,yes, , , ,,"","",2012-04-11 18:59:03-05,2013-05-10 16:29:24-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,3
6133,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-05-30,2013-09-04,,816,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,4
5356,yes,Apartment,"","","","",yes,"","",Austin,Texas,"",2013-06-10,"",,832,,,,,, , , , , , ,,"","","","","","","","",2013-06-15 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,4
457,yes,Apartment,"","","","",yes,"","",Austin,Texas,"",2013-06-11,"",,627,,,,,, , , , , , ,1,"","","","","","","","",2013-06-17 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","",yes,"","","","","","","","","",yes,"","","","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,4
3678,yes,Apartment,"","","","",yes,"","",Austin,Texas,"",2013-06-11,"",,838,,,,,, , , , , , ,1,"","","","","","","","",2013-06-17 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","","","","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,4
6378,yes,Single-Family Home,"","","","","","","",Dallas,Texas,"",2013-07-10,"",,1962,1962,,,,, , , , , , ,2,"","","","","","","","",2013-10-29 19:00:00-05,2015-05-21 02:59:00-05,yes,yes,"","","",yes,yes,"","","","","","",yes,"","","",yes,yes,yes,"",yes,yes,yes,"","","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"",yes,yes,"","","","","",yes,"",yes,"","","","",yes,"","","","",yes,,0
6165,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-07-14,"",,,,,,,, , , , , ,yes,0,"","","","","","","","",2013-08-16 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",2,0
3200,yes,Single-Family Home,"","",yes,"","","","",Cedar Park,Texas,"",2013-07-17,"",,2527,2527,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9605,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-07-17,"",,2260,2260,,,,, , , , ,yes,yes,,"","","","","","","","",2013-08-29 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,yes,yes,"","","",yes,"","","",yes,"",yes,"","","","","","","",yes,"","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",yes,"","","","","",yes,"","","","","",2,0
5778,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-07-29,"",,,,,,,, , , , , , ,,"","","","","","","","",2014-05-22 00:00:00-05,2015-05-31 02:53:00-05,yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,0
59,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-12,"",,,,,,,, , , , ,yes,yes,,"","","","","","","","",2013-08-13 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","",yes,"","",yes,"","","","",yes,"","","","","",2,0
7090,yes,Single-Family Home,yes,"","","","","","",Plano,Texas,"",2013-08-12,"",,2655,2655,,,,, , , , ,yes,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",5,0
7617,yes,Single-Family Home,yes,"","","","","","",McKinney,Texas,"",2013-08-12,"",,2765,2765,,,,, , , , , ,yes,,"","","","","","","","",2013-08-24 19:00:00-05,2015-05-31 02:55:00-05,yes,yes,"","","","","","","","","","","",yes,"","","","","",yes,"","",yes,yes,"","","",yes,"","","","","","","","","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","",yes,"","",4,0
9642,"",Apartment,"","","","",yes,"","",Austin,Texas,"",2013-07-10,2013-10-01,,627,,,,,, , , , , , ,,"","","","","","","","",2013-08-29 19:00:00-05,2013-09-30 23:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,yes,"","","",yes,"","","","",yes,"","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,4
7597,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-13,2014-08-07,,,,,,,, , , , ,yes, ,,"","",2012-04-11 18:47:40-05,2013-05-10 16:29:17-05,"","","","",2013-08-17 19:00:00-05,2014-02-23 17:59:00-06,yes,"","","","",yes,yes,"","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,yes,yes,"","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
111,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-13,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,0
4408,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-13,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4561,yes,Single-Family Home,yes,"","","","","","",Allen,Texas,"",2013-08-15,"",,4308,3148,1160,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4728,yes,Single-Family Home,yes,"","","","","","",Allen,Texas,"",2013-08-15,"",,3247,2105,1142,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8282,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-16,"",,,,,,,, , , , , ,yes,,"","","","","","","","",2014-01-08 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","",yes,"","","",yes,"","","","","","","",yes,"","","","","",2,0
280,"",Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-08-17,2014-07-31,,1743,702,702,,,339, , , , , , ,,"","","","","","","","",2013-08-29 19:00:00-05,2014-07-30 18:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","",yes,"","",,0
275,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-08-17,"",,2027,2027,,,,, , , , , ,yes,,"","","","","","","","",2013-08-28 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","","",yes,"","","","",yes,"","","","","",3,0
4944,yes,Single-Family Home,yes,"","","","","","",Houston,Texas,"",2013-08-17,"",,1426,1426,,,,, , , , , ,yes,,"","","","","","","","",2014-07-23 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","",yes,"","","","","","","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",5,0
5938,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-19,"",2013,1464,,,,,, ,yes, , ,yes,yes,,"","","","","","","","",2013-09-27 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","","",yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",1,0
5909,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-23,2014-04-30,2012,720,720,,,,, ,yes, , ,yes, ,,"","","","","","","","",2013-09-27 19:00:00-05,2014-04-29 18:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
54,"",Apartment,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-23,2014-09-22,,,,,,,, , , , , , ,,"","","","","","","","",2014-01-15 18:00:00-06,2014-09-22 18:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
3938,yes,Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-23,"",2012,1120,1120,,,,, ,yes, , , , ,,"","","","","","","","",2013-09-27 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
6497,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-23,"",,2050,,,,,, , , , , ,yes,,"","","","","","","","",2014-02-27 18:00:00-06,2014-08-26 18:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",3,0
8061,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-23,"",2012,1555,,,,,, ,yes, , ,yes, ,,"","","","","","","","",2013-10-25 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
1035,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-28,"",,,,,,,, , , , ,yes,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
5586,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-28,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6502,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-28,"",,,,,,,, , , , , , ,,"","",2012-04-11 18:59:35-05,2013-05-10 16:24:44-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6787,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-28,"",,,,,,,, , , , ,yes, ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9711,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,2013-12-17,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6689,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,2014-01-24,,,,,,,, , , , , , ,,"","","","","","","","",2014-01-15 18:00:00-06,2014-01-19 17:59:00-06,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
8736,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,2014-02-26,,,,,,,, , , , , , ,,"","","","","","","","",2013-09-26 19:00:00-05,2014-02-26 00:00:00-06,yes,yes,"","","",yes,"","","","","","",yes,"",yes,"","",yes,yes,"","","",yes,yes,"","","",yes,"","","","","","","",yes,yes,"","","","","",yes,"",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
4329,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,2014-07-01,,,,,,,, , , , , , ,,"","","","","","","","",2013-10-25 19:00:00-05,2014-06-27 18:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
6152,"",Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,2014-07-18,,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
8574,"",Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,2015-01-31,,,,,,,, , , , ,yes, ,,"","","","","","","","",2013-10-25 19:00:00-05,2015-01-18 17:59:00-06,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
807,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,,"","",2013-03-05 14:12:54-06,2013-05-10 05:41:41-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
2559,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,,"","",2013-03-21 16:30:50-05,2013-05-10 14:47:31-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
3687,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-12-11 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
3916,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,1,"","","","","","","","",2013-10-03 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","","","",yes,"","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",,0
4015,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4035,yes,Single-Family Home,"","",yes,"","","","",San Antonio,Texas,"",2013-08-29,"",,3189,1492,1697,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
4495,yes,Apartment,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,"",2012,1087,1087,,,,, ,yes, , , ,yes,,"","","","","","","","",2013-09-26 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",2,0
5805,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6383,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7062,yes,Town Home,"","","","","","",Civita - Control,San Diego,California,"",2013-08-29,"",,1401,,,,,, , , , ,yes, ,,"","","","","","","","",2013-10-23 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
7114,yes,Town Home,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-29,"",2012,1401,,,,,, ,yes, , , , ,,"","","","","","","","",2013-09-26 19:00:00-05,2015-05-31 02:50:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,0
7321,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-29,"",,,,,,,, , , , , ,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",2,0
8733,yes,Apartment,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-29,"",,,,,,,, , , , , ,yes,,"","","","","","","","",2013-09-26 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",3,0
9213,yes,Apartment,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-29,"",,,,,,,, , , , , , ,,"","","","","","","","",2013-09-25 19:00:00-05,2015-05-31 02:38:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",,0
9775,yes,Apartment,"","","","","","",Civita - Text Message,San Diego,California,"",2013-08-29,"",2012,1405,1405,,,,, ,yes, , ,yes,yes,,"","","","","","","","",2013-10-22 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","","","","",2,0
1410,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-30,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
6995,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-30,"",,,,,,,, , , , , , ,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
7077,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-30,"",,,,,,,, , , , ,yes,yes,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",4,0
7363,yes,Single-Family Home,yes,"","","","","","",Dallas,Texas,"",2013-08-30,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
9116,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-30,"",,,,,,,, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,0
