dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1,num_residents,profile_type
3649,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-02-18,"",1973,2446,1230,1216,0,0,0, , , , ,yes,yes,1,"","","","","","",2014-07-25 00:00:52-05,2015-05-30 12:21:45-05,2013-03-28 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","",yes,"","","",yes,"",yes,yes,"",yes,"",yes,"",yes,yes,"","","","","","",yes,yes,yes,"","","","","",yes,yes,yes,"",yes,"","","","","",yes,"",yes,yes,"","","","",yes,"","","","","",5,1
3705,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-06-25,"",1966,2232,2232,0,0,0,0, , , , , , ,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
4296,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2013-06-25,"",2007,2036,793,1243,0,0,0, , , , , , ,2,"","",2012-05-08 15:11:56-05,2013-05-10 16:27:26-05,"","","","",2013-06-30 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",,1
9176,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-07-16,"",1971,2689,1609,1080,0,0,0, , , , ,yes, ,1,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
8107,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2013-08-17,"",2012,2071,972,1099,0,0,0, , , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
6691,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2014-02-06,"",1977,2000,,,,,, , , , , ,yes,,"","","","","","","","",2014-03-06 00:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","",yes,yes,"","","","","",yes,"","",yes,"","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","",yes,"","","","","",2,1
9950,"",Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2014-04-10,2014-07-18,2007,2001,1435,566,0,0,0, , , , , , ,,"","",2012-04-11 18:59:22-05,2013-05-10 16:23:07-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
3310,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,yes,2014-11-03,"",2007,2340,1352,988,0,0,0, , , , , , ,,2014-11-07 10:10:01-06,2015-05-31 02:59:01-05,2012-04-11 18:58:17-05,2013-05-10 16:27:39-05,2012-05-01 13:00:00-05,2015-05-30 23:51:40.318081-05,"","",2014-11-03 00:00:00-06,2015-05-30 22:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,1
3936,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-02-01,2012-08-31,2007,2134,1162,972,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
1114,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,yes,2011-02-01,2013-01-07,2007,2122,1162,960,0,,,yes, ,yes, ,yes, ,,"","",2012-04-11 18:59:06-05,2013-05-10 16:29:53-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",,1
1101,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,yes,2011-02-01,2013-04-27,2008,2649,1639,1010,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
1464,"",Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,yes,2011-02-01,2014-03-06,2007,2345,1385,960,0,,,yes, ,yes,yes, , ,,"","",2012-04-13 09:26:26-05,2014-02-06 23:53:33-06,2012-05-01 13:00:00-05,2015-05-30 23:55:43.327603-05,"","",2012-10-19 19:00:00-05,2014-03-05 17:59:00-06,yes,"","","","","","",yes,yes,yes,"","","",yes,"","","",yes,yes,"",yes,"","","","","",yes,yes,"","","","","","",yes,"",yes,"","","","","","","",yes,"","","",yes,"","","","","",yes,yes,"",yes,"",yes,yes,"","","","","",,1
3824,"",Single-Family Home,"",yes,yes,"","",CCET - Text Message,"",Austin,Texas,yes,2011-02-01,2014-04-01,2009,2001,1435,566,0,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
5839,"",Single-Family Home,"",yes,yes,"","","","",Austin,Texas,yes,2011-02-01,2014-04-30,2009,2068,1036,1032,0,,,yes, ,yes, ,yes, ,,"","",2012-04-11 18:59:53-05,2013-05-10 16:29:18-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,1
8597,"",Single-Family Home,"",yes,yes,"","",CCET - UT Text,"",Austin,Texas,yes,2011-02-01,2014-10-31,2008,2122,1162,960,0,,,yes, ,yes, , , ,,"","",2012-04-11 18:59:53-05,2013-05-10 16:28:22-05,"","","","",2012-10-26 19:00:00-05,2014-10-21 18:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"",yes,"",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","","","",yes,yes,yes,yes,"","","","","","","","","","",yes,"","","","","",yes,yes,"","","","",yes,"","","","","",,1
4220,yes,Single-Family Home,"","",yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-03-19,"",1930,1570,1570,0,0,0,0, , , , , , ,,"","","","","","","","",2013-07-17 19:00:00-05,2015-05-31 02:51:00-05,yes,"","","","","","","","","","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",,2
4298,yes,Single-Family Home,"","",yes,"","",CCET - Control,"",Austin,Texas,"",2011-03-19,"",1947,953,953,0,0,0,0, ,yes,yes,yes,yes, ,,"","","","","","","","",2013-02-22 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","",yes,"","","","","","","","","","","","",yes,"",yes,"","","","","","","",yes,"","","","","",yes,"","","","","",,2
4395,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",1947,1448,1448,0,0,0,0, , ,yes,yes, , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
5026,yes,Single-Family Home,"","",yes,"","","","",Austin,Texas,"",2011-03-19,"",2006,1583,1070,513,0,0,0, , , , ,yes,yes,2,"","","","","","","","",2013-02-28 18:00:00-06,2015-05-31 02:59:00-05,yes,"","","","","","",yes,"","","","","",yes,"","","",yes,"",yes,"",yes,yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","","",2,2
900,"",Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,2014-11-03,1945,944,944,0,0,,,yes, ,yes,yes, ,yes,,"","","","","","","","",2012-11-30 00:00:00-06,2013-03-04 07:54:00-06,yes,"","","","",yes,"",yes,"","","","","",yes,"",yes,"","","",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","","",5,2
86,yes,Single-Family Home,"",yes,yes,"","",CCET - Portal Only,"",Austin,Texas,"",2011-09-01,"",1948,1788,1788,0,0,,,yes, , , , , ,1,"","","","","","","","",2013-01-17 18:00:00-06,2015-05-31 03:48:00-05,yes,"","","","","","",yes,yes,"","","","","","","","",yes,"",yes,"","",yes,"","","","",yes,"","","","",yes,"","","",yes,"","","","","",yes,"","","","","","","","","",yes,"","",yes,"","","","",yes,"","","","","",,2
94,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1975,1713,1713,0,0,,,yes,yes,yes,yes,yes,yes,,2014-10-06 13:06:46-05,2015-05-31 02:59:01-05,2013-08-30 19:05:34-05,2014-02-07 01:10:23-06,2013-08-30 19:05:32-05,2015-05-21 13:38:37.516419-05,"","",2012-11-14 18:00:00-06,2015-05-31 02:45:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",2,2
410,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1953,1152,1152,0,0,,,yes,yes,yes,yes,yes,yes,,2014-03-25 14:47:19-05,2015-05-31 02:59:02-05,2012-11-23 06:05:34-06,2013-01-20 23:42:10-06,"","","","",2012-11-09 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","",yes,"","","","","","","","","","","","","",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","","",yes,yes,"","","","","","","","",yes,"","","","",yes,"","","","","",2,2
484,yes,Single-Family Home,"",yes,yes,"","",CCET - UT Text,"",Austin,Texas,"",2011-09-01,"",1977,1592,1592,0,0,,,yes, ,yes,yes, ,yes,,2014-09-29 17:36:02-05,2015-05-31 02:59:01-05,2013-07-30 07:39:14-05,2014-02-07 01:37:03-06,2013-07-30 05:33:09-05,2015-05-30 23:23:22.901151-05,"","",2013-10-08 19:00:00-05,2015-05-31 02:59:00-05,yes,yes,"","","","","","","","","","","","",yes,"","",yes,yes,"",yes,"",yes,"","","","",yes,"","","","","","",yes,"","","","","","","",yes,"","","","","","","","","","","","",yes,yes,"","","",yes,"","","","","",5,2
739,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1967,802,802,0,0,,,yes, , ,yes, ,yes,0,2014-09-24 18:10:43-05,2015-05-31 02:59:02-05,2013-08-30 19:05:45-05,2014-02-07 01:00:10-06,2013-08-30 19:05:44-05,2015-05-30 22:50:12.453529-05,"","",2012-10-13 19:00:00-05,2015-03-27 04:59:00-05,yes,"","","","","","","","","","","","",yes,"","","","","",yes,"","","","","","","",yes,"","","","","","",yes,"",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",yes,"","","","","",0,2
871,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1958,1652,1652,0,0,,,yes, ,yes,yes,yes, ,1,2014-08-20 08:19:02-05,2015-05-31 02:59:01-05,2013-08-30 19:05:20-05,2014-02-07 00:53:12-06,2013-08-30 19:05:18-05,2015-05-30 23:39:13.788204-05,"","",2012-10-27 19:00:00-05,2015-05-31 02:51:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,"",yes,"","",yes,"","","","",yes,"","","","","","",yes,"","","","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","",yes,"","",,2
898,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,"",2011-09-01,"",1974,1221,1221,0,0,,, , , , , , ,1,"","","","","","","","",2012-09-13 19:00:00-05,2015-05-24 02:59:00-05,yes,"","","","",yes,"","","","","","","","","","","",yes,yes,"","","",yes,"",yes,"","",yes,"","","","","","","","",yes,"","","","","","","","",yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",,2
936,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-09-01,"",1955,1736,1736,0,0,,,yes,yes,yes,yes,yes,yes,1,"","","","","","","","",2013-10-09 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,yes,"","","","","","","","","","",yes,"","",yes,"","","",yes,yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","",yes,"","",5,2
1314,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1961,1512,1512,0,0,,,yes, ,yes, , ,yes,,2014-10-06 13:58:13-05,2015-05-31 02:59:01-05,2013-07-30 04:09:05-05,2014-01-11 12:35:30-06,2013-07-30 04:12:06-05,2015-05-30 23:17:46.747575-05,"","",2014-03-20 00:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","","","",yes,"","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","","","","","","",yes,yes,"","","","",yes,"","","","","",1,2
1334,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,"",2011-09-01,"",1956,1010,1010,0,0,,,yes, ,yes, ,yes,yes,,"","","","","","","","",2012-09-22 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","",yes,"",yes,"",yes,"","","","","","","","",yes,yes,yes,"","","","","","",yes,yes,"","","","",yes,"","","","","",2,2
1714,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,yes,2011-09-01,"",1950,1934,1934,0,0,,,yes, ,yes,yes, , ,1,2014-10-07 09:26:01-05,2015-05-31 02:59:01-05,2012-04-11 18:38:50-05,2014-02-07 00:51:04-06,2012-04-11 18:39:59-05,2015-05-30 23:47:05.971463-05,"","",2012-08-08 19:00:00-05,2015-05-31 03:59:00-05,yes,"","",yes,"",yes,yes,yes,yes,"","","",yes,yes,"","","",yes,yes,yes,"","",yes,"","","",yes,yes,"","","","",yes,"",yes,"",yes,yes,"","","","",yes,yes,yes,yes,yes,yes,yes,"","","","","","",yes,yes,"","","",yes,"","","","","",,2
1796,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1949,1590,1590,0,0,,,yes, ,yes,yes,yes,yes,1,"","","","","","","","",2014-06-19 00:00:00-05,2015-04-22 02:59:00-05,yes,"","","","","","","","","","","","","","","","","","",yes,"","","","","","","",yes,"","","","","","","","","","","","","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",3,2
2158,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1960,1186,1186,0,0,,,yes,yes,yes,yes, , ,1,"","",2012-04-11 18:45:43-05,2013-05-10 16:04:58-05,"","","","",2012-08-24 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","","","","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","",yes,"","","","","","","","","",yes,"","","","","","","","",yes,"","","","",yes,"","","","","",,2
2171,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1980,1628,818,810,0,,,yes,yes,yes,yes, ,yes,1,"","","","","","","","",2012-11-16 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","",yes,"","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"",yes,"","","","","","","",yes,"","","","","","","","","","",yes,"","","","",yes,"","",yes,"","",2,2
2829,yes,Single-Family Home,"",yes,yes,"","",CCET - Text Message,"",Austin,Texas,"",2011-09-01,"",1942,1485,1485,0,0,,, ,yes,yes,yes,yes,yes,,"","","","","","","","",2012-09-01 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","",yes,yes,"","","","","",yes,"","",yes,"","","","",yes,"","","","",yes,"","","","","","","","",yes,"","","","","","","",yes,"","","",yes,"","","","","","",yes,"","","","",yes,"","","","","",2,2
2864,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,yes,2011-09-01,"",1963,1973,,,,,,yes,yes, ,yes, , ,1,"","","","","","","","",2012-10-05 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","","","","","","",yes,yes,"","",yes,"","","",yes,yes,"","","","","","","","",yes,"","","","","","","","","","","","","","","","","","",yes,"","",yes,"",yes,"","","","","",,2
3109,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1948,1061,1061,0,0,,,yes, , , , , ,,"","",2013-04-04 06:41:08-05,2013-05-07 14:53:16-05,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
3778,yes,Single-Family Home,"",yes,yes,"","",CCET - Text Message,"",Austin,Texas,"",2011-09-01,"",1971,1262,1262,0,0,,,yes, ,yes,yes,yes,yes,1,"","",2013-07-30 03:46:47-05,2014-02-07 01:20:31-06,2013-07-30 03:52:49-05,2015-05-30 23:31:55.742663-05,"","",2012-08-26 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,yes,"","","","",yes,"","","","","","",yes,yes,yes,"","","","",yes,"","","","",yes,"","","","","","","","","",yes,"","","","","","","","","","","","","","","","","",yes,"","","","","",2,2
3831,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1935,758,758,0,0,,,yes, , , , , ,1,"","","","","","","","",2014-03-28 00:00:00-05,2015-05-31 02:59:00-05,yes,"","","","",yes,"","","","","","","","","","","",yes,"","","","","","",yes,"","",yes,"","","","","","",yes,yes,"","","","","","",yes,"",yes,"","","",yes,"","","","","","","","","","","",yes,"","","","","",,2
4141,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1964,1190,1190,0,0,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
5949,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1948,1962,1962,0,0,,,yes, ,yes,yes, , ,0,"","","","","","","","",2012-10-31 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","",yes,"","","","","","","","","",yes,yes,"","","",yes,"","","","",yes,"","","","","","",yes,"",yes,"","","","","","","","","","","",yes,"","","","","","","","","","","",yes,"","","","","",,2
6636,yes,Single-Family Home,"",yes,yes,"","",CCET - Control,"",Austin,Texas,"",2011-09-01,"",1953,1522,1522,0,0,,, ,yes,yes,yes,yes, ,0,"","",2013-08-30 19:05:16-05,2013-12-27 13:53:27-06,2013-08-30 19:05:15-05,2014-10-31 23:25:04.607415-05,"","",2012-09-20 19:00:00-05,2015-01-02 17:59:00-06,yes,"","",yes,"","","","","","","","","","","",yes,"",yes,"",yes,"","","","","","","",yes,"","","","",yes,"","","",yes,yes,"","","","","","","",yes,"","","","","","","","","",yes,"","","","",yes,"","","","","",,2
6673,yes,Single-Family Home,"",yes,yes,"","",CCET - Text Message,"",Austin,Texas,"",2011-09-01,"",1985,1257,1257,0,0,,,yes, ,yes,yes, ,yes,1,2014-10-16 18:48:02-05,2015-05-31 02:59:02-05,2013-08-30 15:35:44-05,2014-02-07 01:05:40-06,2012-04-14 18:04:31-05,2015-05-30 23:52:54.939829-05,"","",2012-10-08 19:00:00-05,2015-05-31 02:59:00-05,yes,"","","","","","","","","","","","",yes,"","","","","",yes,"","",yes,"",yes,"","",yes,"","","","",yes,"",yes,"",yes,yes,"","","","",yes,"","","","","","","","","","","","",yes,"","","","",yes,"","","","","",2,2
6730,yes,Single-Family Home,"",yes,yes,"","",CCET - Pricing Trial,"",Austin,Texas,"",2011-09-01,"",1967,1965,,,,,, ,yes, ,yes, ,yes,1,"","","","","","","","",2012-09-13 19:00:00-05,2015-05-31 02:34:00-05,yes,"","","","",yes,"",yes,yes,"","","","",yes,"","","","","",yes,"","",yes,"",yes,"","",yes,"","","","",yes,yes,"","",yes,yes,"","","","",yes,"","","","","","","","","","",yes,"",yes,"","","","",yes,"","","","","",6,2
6827,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1960,1104,1104,0,0,,,yes, , , , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7161,yes,Single-Family Home,"",yes,yes,"","","","",Austin,Texas,"",2011-09-01,"",1976,926,926,0,0,,,yes, ,yes, , , ,,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",,2
7361,yes,Single-Family Home,"",yes,yes,"","",CCET - UT Text,"",Austin,Texas,"",2011-09-01,"",1920,944,944,0,0,,,yes, , , , , ,0,2014-09-19 13:29:50-05,2014-11-22 14:59:01-06,2013-09-03 11:46:41-05,2013-09-03 11:48:26-05,2013-09-03 11:42:40-05,2014-11-21 23:40:03.657064-06,"","",2012-11-17 18:00:00-06,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","",yes,"","","","","","","","","","","","","","","","",yes,"","","","","","","","","","",yes,"","",yes,"",yes,"","",yes,"","",,2
7769,yes,Single-Family Home,"",yes,yes,"","",CCET - Text Message,"",Austin,Texas,"",2011-09-01,"",1953,960,960,0,0,,,yes, ,yes,yes,yes,yes,1,"","","","",2014-08-10 06:57:26.645241-05,2015-05-21 18:40:40.908666-05,"","",2012-10-04 19:00:00-05,2015-05-31 03:59:00-05,yes,"","","","","","","","","","","","",yes,"","","",yes,yes,yes,"","",yes,"","","","",yes,"","","","","","","","",yes,yes,yes,"","","","","","","","","","","","","","","","",yes,"","","","",yes,"","","","","",3,2
